Author_id,Name
3812,John Gray
3813,Silvana Klein
3814,Dirk Van Gunsteren
3815,Susan Sontag
3816,Reinhard Kaiser
3817,Peter K. Wehrli
3818,Fritz Krenn
3819,Tom Shachtman
3820,Waris Dirie
3821,Cathleen Miller
3822,Antoine Bello
3823,Claudia Kalscheuer
3824,Werner Burckhardt
3825,Verena Koch
3826,Heike Geißler
3827,Klaas Huizing
3828,Ingrid Noll
3829,Jürgen Abel
3830,Daniela Huzly
3831,Gregor Gysi
3832,Celia Fremlin
3833,Marcus Geiss
3834,Henning Stegelmann
3835,Risa Mickenberg
3836,Joanne Dugan
3837,Brian
3838,Paul Zindel
3839,Alice Miller
3840,Philip Zaleski
3841,Paul Kaufman
3842,Dennis Covington
3843,Guido Eckert
3844,Siri Hustvedt
3845,Georges Montforez
3846,Antoine De Saint-Exupéry
3847,Higgins Clark
3848,Christopher Wallace
3849,Kunstmuseum Basel
3850,Rolf Fjelde
3851,Jerri Corgiat
3852,John Dalton
3853,Richard Matheson
3854,Marjorie Hudson
3855,M. Nelson Chunder
3856,Karanjit Siyan
3857,Chris Hare
3858,Wendell Odom
3859,Frommer Barnes-Svarney
3860,Mike Lupica
3861,Ilya Ilf
3862,Eugene Petrov
3863,Evgenii Petrov
3864,Edward Bunker
3865,Yaakov Shabtai
3866,Ricarda Junge
3867,Bo Hampton
3868,Mark Kneece
3869,Andrew H. Vachss
3870,Catherine Millet
3871,Adriana Hunter
3872,Albert Schwarzenbach
3873,Anne Fadiman
3874,Christopher Frayling
3875,Edgar Allan Poe
3876,Groff Conklin
3877,Irv Docktor
3878,Calvin Tomkins
3879,Betty Edwards
3880,Bernard P. Chamberlain
3881,Lola Lemire Tostevin
3882,Nigel Tranter
3883,Gordon R. Dickson
3884,Joy Wilt Berry
3885,Laurence Shames
3886,Michele Dunaway
3887,Merline Lovelace
3888,Heather Macallister
3889,Debra Dixon
3890,Debra Carroll
3891,Mary Kirk
3892,Joey Light
3893,Kylie Brant
3894,Laura Gordon
3895,Emma Goldrick
3896,Goldrick
3897,Tracy Hughes
3898,Laurel Collins
3899,Diana Hall
3900,Kara Lennox
3901,Rita Herron
3902,Steve Martini
3903,Nina Beaumont
3904,Lisa Bingham
3905,Eve Gladstone
3906,Barbara Boswell
3907,Coughlin
3908,Kathleen Eagle
3909,Andrea Edwards
3910,Mindy Neff
3911,Rita Clay Estrada
3912,Brashear
3913,Dawson
3914,Joyce Carol Oates
3915,Darin Strauss
3916,Richard Bernstein
3917,Thomas Hine
3918,Jessica Hagedorn
3919,Philip K. Dike
3920,Gwen Lee
3921,Doris Elaine Sauter
3922,Tim Po
3923,Bernard E. Rollin
3924,Helen Stauffer Winter
3925,Maeve Brennan
3926,Mary D. Robertson
3927,Cherrie Moraga
3928,Andrea Carlisle
3929,Mary Narkiewicz
3930,Madonna Kolbenschlag
3931,Mimi Luebbermann
3932,Arlene S. Skolnick
3933,Jerome H. Skolnick
3934,Bella Abzug
3935,Susan Brownmiller
3936,Anne Wilson Schaef
3937,Charles M. Tatum
3938,Nicole Blackman
3939,Robin Bernstien
3940,Seth Clark Silberman
3941,Ruth Baetz
3942,Amanda Davis
3943,Jyl Lynn Felman
3944,Cynthia Kadohata
3945,Michael E. Gerber
3946,John Eldredge
3947,Padriac Colum
3948,Eileen Campbell
3949,Thomas R. P. Mielke
3950,Luciano De Crescenzo
3951,Linde Birk
3952,Morton Rhue
3953,A. A. Attanasio
3954,Patricia Hedges
3955,Patricia H. Hedges
3956,John Andrew Storey
3957,William Barrett
3958,Amber K
3959,Mary Daheim
3960,Holly-Jane Rahlens
3961,Michael Dibdin
3962,Anthony Burgess
3963,Fyodor Dostoevsky
3964,Constance Garnett
3965,Joseph Frank
3966,James Ryan
3967,Chico Buarque
3968,Alison Entrekin
3969,Gregory Rabassa
3970,Elizabeth Fishel
3971,Janette Turner Hospital
3972,Miguel Hernandez
3973,Jody Shields
3974,Alex Capus
3975,Stephen M. Wylen
3976,Bernhard W. Anderson
3977,Katheryn Pfisterer Darr
3978,Shmuley Boteach
3979,Herman Melville
3980,Tom Quirk
3981,James Preston Girard
3982,Michael Horowitz
3983,Vicki Marshall
3984,Sydne Heather Schinkel
3985,Thomas Charles Schinkel
3986,Melanie Rawn
3987,Jennifer Roberson
3988,Kate Elliott
3989,Orhan Pamuk
3990,Erdag Goknar
3991,Goldberry Long
3992,Kathleen Norris
3993,Ashley Warlick
3994,Gordon S. Haight
3995,Dinah Birch
3996,Kitty Ray
3997,Geraldine Brooks
3998,P. C. Cast
3999,Karla /Lansdowne/Save Hocker
4000,Judith A. Lansdowne
4001,H
4002,Sarah Gallick
4003,Maggie Haberman
4004,Jeane Macintosh
4005,P. B. Ryan
4006,Maddy Hunter
4007,Sherrilyn Kenyon
4008,Jill Churchill
4009,Jenna Mcknight
4010,Katie Macalister
4011,Evelyn Vaughn
4012,T.R. Reid
4013,Kinley Macgregor
4014,Julia Quinn
4015,Stephen A. Bly
4016,Warren Dunford
4017,Albert Murray
4018,Elizabeth Mccracken
4019,Nadine Gordimer
4020,E. M. Forster
4021,John Hersey
4022,Kate Flint
4023,Charlotte Brontë
4024,Michael Mason
4025,Thomas L. Long
4026,Theresa Nelson
4027,William Taylor
4028,Krandall Kraus
4029,Barrett Tillman
4030,Joyce M. Roche
4031,Marie Rodriguez
4032,Phyllis Schneider
4033,Rita Ciresi
4034,Leonard B. Scott
4035,Patricia Nell Warren
4036,Anthony Bonner
4037,Jess Stearn
4038,Jean-Christophe Rufin
4039,Torey Hayden
4040,Arthur Conan Doyle
4041,Samuel R. Delany
4042,Stephen D. Allen
4043,Bob Davis
4044,Shirley
4045,Alesia Holliday
4046,Beatles
4047,Richard N. Patterson
4048,Richard L. Polese
4049,Peace Pilgrim
4050,Barbara Savage
4051,Loren Eiseley
4052,Gale E. Christianson
4053,James Bannon
4054,James O'Reilly
4055,Tara Austen Weaver
4056,Anne Calcagno
4057,Lesley Downer
4058,David Gates
4059,Thomas Scoville
4060,W. Somerset Maugham
4061,Somerset Maugham
4062,T.Coraghessan Boyle
4063,Nancy Alberts
4064,Karen Jerome
4065,Valerie Carnes
4066,Bruno Maddox
4067,Sandra Magsamen
4068,Robert Claiborne
4069,Hugh Prather
4070,Gerald Jampolsky
4071,Alice Randall
4072,Thomas Tryon
4073,L.P. Hartley
4074,Peter Quennell
4075,Gertrud Muel Nelson
4076,Michael Kunze
4077,John G. Fuller
4078,Charles Barry Townsend
4079,Barbara Hoberman Levine
4080,Jim Dreaver
4081,Barbara Graham
4082,Victoria Roberts
4083,Kevin Leman
4084,Lydia Adamson
4085,Margot Adler
4086,Terence Hanbury White
4087,Katherine Mosby
4088,Philippe Djian
4089,Kara Dalkey
4090,Kirsty Gunn
4091,Edward Gorey
4092,Mick Middles
4093,Melvyn Bragg
4094,Thomas Mann
4095,John E. Woods
4096,Michael Frayn
4097,Steve Jackson
4098,Ian Livingstone
4099,Will Randall
4100,James Hawes
4101,William Makepeace Thackeray
4102,Thomas De Quincey
4103,Alan Russell
4104,Douglas Lindsay
4105,Kathryn Wesley
4106,Richard L. Zettler
4107,Lee Horne
4108,Alexandra Fuller
4109,Bill Cleaver
4110,Vera Cleaver
4111,Christopher Wright
4112,Linda Bolton
4113,Dana Facaros
4114,Thomas Parsons
4115,Lily Tuck
4116,Harold Tarrant
4117,Hugh Tredennic
4118,Frans Haacken
4119,Eliyahu M. Goldratt
4120,Jeff Cox
4121,Bettine Von Arnim
4122,Till Raether
4123,Erich Kästner
4124,Jay Parini
4125,Alix Kates Shulman
4126,Emily Carmichael
4127,Phyllis A. Whitney
4128,Michael Wallner
4129,Corina Tettinger
4130,David Congalton
4131,Mary Alice Monroe
4132,Donald E. Knuth
4133,Graham Salisbury
4134,Martine Bates
4135,Sarah Masters Buckey
4136,Robert M. Pirsig
4137,Jack Henry Abbott
4138,Michio Kaku
4139,Robert O'Keefe
4140,Zolar
4141,Elizabeth Clare Prophet
4142,Patricia R. Spadaro
4143,Lewis Richmond
4144,Eckhart Tolle
4145,Erich Von Daniken
4146,Genevieve L. Paulson
4147,Jane Hope
4148,Borin Van Loon
4149,Rev Ray T. Malbrough
4150,Israel Regardie
4151,Melvin Morse
4152,Father Oscar Lukefahr Cm
4153,R. J. Stewart
4154,Brother Lawrence
4155,Phyllis Galde
4156,Jan Fries
4157,Denise Linn
4158,Jack Hamm
4159,Kate Horsley
4160,Gary Quinn
4161,Jonathan Dee
4162,Marian Green
4163,Horik Svensson
4164,Llewellyn
4165,Donald Michael Kraig
4166,Andrew Mcgahan
4167,Kay Redfield Jamison
4168,Guy Damian-Knight
4169,Edward Shorter
4170,Elliot Perlman
4171,Jim Schutze
4172,Michael Dobbs
4173,Geoffrey Chaucer - Edited By A. C. Cawley
4174,Minfong Ho
4175,Nancy Madore
4176,Ursula K Le Guin
4177,Virgil
4178,David West
4179,Jean Rhys
4180,Whitley Strieber
4181,Karen Harper
4182,Amy R. Kaplan
4183,Michael Keller
4184,Jimmy Thapa
4185,Raymond Buckland
4186,Anna Maxted
4187,Jon Hassler
4188,Shannon Drake
4189,Robert Kornwise
4190,Linda Greenlaw
4191,Sheldon Vanauken
4192,Susan Polis Schutz
4193,Stephen Schutz
4194,Braun Lilian Jackson
4195,Alison Fraser
4196,Robyn Donald
4197,N. Richard Nash
4198,Wayne W Dyer
4199,Ford Madox Ford
4200,Brandon Brandon
4201,Jay Brandon
4202,Will Hobbs
4203,Witi Tame Ihimaera
4204,Luis Sepúlveda
4205,François Maspéro
4206,Landoll Inc.
4207,Alexandra Stoddard
4208,Marc Romano
4209,Margot Anand
4210,Scholastic Books
4211,Ellen Miles
4212,Ben M. Baglio
4213,Melinda Blanchard
4214,Robert Blanchard
4215,Anthony Gottlieb
4216,Richard Littlejohn
4217,Kimeron N. Hardin
4218,Marc-Edouard Nabe
4219,John Lantigua
4220,Ralph Waldo Emerson
4221,Robert Slater
4222,John Gardner
4223,Fred Vargas
4224,Irene B. Brand
4225,Stanley Appelbaum
4226,Adam Barrow
4227,Andrews
4228,Andrew Calcutt
4229,Alex Flinn
4230,Ian Small
4231,Michael Bernstein
4232,Scott Robertson
4233,Nick Danziger
4234,Mary Kay Ash
4235,Marguerite Kelly
4236,Elia Parsons
4237,Rebecca Hirsh
4238,Judith Zimmer
4239,Durell Godfrey
4240,Patricia A. Mckillip
4241,Heinrich Boll
4242,Christel Rost
4243,Damien Simonis
4244,Daniel Robinson
4245,Tony Wheeler
4246,Cyril Collard
4247,Brigitte Chabrol
4248,Valérie Malfoy
4249,Jean-Noël Schifano
4250,Magnan
4251,Eudora Welty
4252,Vladimir Radunsky
4253,Bagram Ibatoulline
4254,Shelley Moore Thomas
4255,Jennifer Plecas
4256,Chris Hedges
4257,Julien Gracq
4258,Jerome Klapka Jerome
4259,Fédor Dostoïevski
4260,Alain Besançon
4261,Albert Mousset
4262,Montherlant
4263,Pam Frankau
4264,Richard Firstman
4265,Jamie Talan
4266,Harold Robbins
4267,Sam A. Donaldson Jr.
4268,Christine Mcguire
4269,Carla Norton
4270,Allan Eckert
4271,Jack Womack
4272,Pierre Pelot
4273,Anne Damour
4274,Stéfan Zweig
4275,Dominique Autrand
4276,Clifford D. Simak
4277,Jerome K. Jerome
4278,Georges Simenon
4279,Rose-Marie Makino-Fayolle
4280,L. Sprague De Camp
4281,Lin Carter
4282,August William Derleth
4283,Sr. Mary Jean Dorcy
4284,J.N. Williamson
4285,Gary Null
4286,Sharan Newman
4287,A E Van Vogt
4288,Brady
4289,Earl B. Mcelfresh
4290,Adam Braver
4291,Piers Paul Read
4292,Sydney Omarr
4293,Carl Payne Tobey
4294,Leonard Barden
4295,Charles H. Goren
4296,Carole Bellacera
4297,Philipp Vandenberg
4298,Jeffery Hudson
4299,Birgit Schönberger
4300,Zoë Jenny
4301,A. L. Haskett
4302,Mary Jane Maffini
4303,Judith Arnold
4304,Barbara Keiler
4305,Christopher Paul Curtis
4306,Karin Fossum
4307,Joseph Garcia
4308,Burton White
4309,Yitta Halberstam
4310,Judith Leventhal
4311,Bernie S. Siegel
4312,Matt Ridley
4313,Thomas K. Landauer
4314,Syed Hussein Alatas
4315,Jennifer Worick
4316,Kerry Colburn
4317,Anne Higgins
4318,Millie Stamm
4319,Susan Ostrov Weisser
4320,Millie Criswell
4321,Heather Mcnamara
4322,Lois Keith
4323,E.D. Hirsch Jr.
4324,Mark Fuhrman
4325,N Collins
4326,Alan Titchmarsh
4327,Milligan
4328,Stephen Fry
4329,Jonathan Miller
4330,Dawna Walter
4331,Mark Franks
4332,Betty Bethards
4333,Jaclyn Grace
4334,James V. Hart
4335,Alan Aldrich
4336,D H Lawrence
4337,Fiona Walker
4338,Lance Armstrong
4339,Sally Jenkins
4340,Pam Young
4341,Peggy Jones
4342,Sena Jeter Naslund
4343,Roy Blount Jr.
4344,Edward Abbey
4345,Redmond O'Hanlon
4346,Evan Harris
4347,Shang Chun Shu Cun
4348,Matthew Bunson
4349,Page Bryant
4350,Dennis Wholey
4351,Jerome Charyn
4352,Barry Sears
4353,Bill Lawren
4354,Christian De La Huerta
4355,Matthew Fox
4356,Jim Morrison
4357,Christine Wiltz
4358,Michael Thomas Ford
4359,Tommy Tune
4360,Stuart Smalley
4361,Martin
4362,Ken Sprague
4363,Elan Golomb
4364,Alice A. Bailey
4365,Susan Forward
4366,Jim Davis
4367,Anne Fine
4368,Jean Booker
4369,Alice Mary Connally Fisk
4370,Michael Pollan
4371,Phyllis Richman
4372,Valerie Wolzien
4373,Bobbie Hinman
4374,Millie Snyder
4375,Beverly West
4376,Nancy Peske
4377,Jean Ure
4378,Karin Yapalater
4379,Nancy Star
4380,Joanna Carl
4381,Laura Van Wormer
4382,Ginna Gray
4383,Helen R Myers
4384,Maira Kalman
4385,Tibor Kalman
4386,Steven Heller
4387,Frank O. Braynard
4388,Todd Strasser
4389,Pamela E. Apkarian-Russell
4390,Michael Wallis
4391,Suzanne Wallis
4392,Alex Kotlowitz
4393,Michael Savage
4394,Candice Bergen
4395,George Mair
4396,G. Garfield Crimmins
4397,Ann Linnea
4398,Barbara Sher
4399,Barbara Smith
4400,Fritz Eichenberg
4401,Phoebe Mcphee
4402,Stephen Fuentes
4403,Melanie Munnell
4404,Wilson Rawls
4405,Margaret Peterson Haddix
4406,Willo Davis Roberts
4407,Barry Denenberg
4408,Gary A. Lippincott
4409,Tom Brokaw
4410,J. Lawler
4411,Fred Mustard Stewart
4412,Phil Mcgraw
4413,C. M. Woodhouse
4414,Rudolfo Anaya
4415,Anne Barone
4416,V. C. Andrews
4417,John Forbes
4418,Kay Allenbaugh
4419,Sonja Massie
4420,Susan Campbell Bartoletti
4421,Jeffrey D. Greene
4422,Stuart Friedman
4423,Joe Kraynak
4424,Cassandra King
4425,Jodi Picoult
4426,Stephen L. Carter
4427,Anchee Min
4428,Jillian Medoff
4429,Lisa Gornick
4430,Betsy Carter
4431,Kyle Mills
4432,Martin J. Smith
4433,Thomas French
4434,Nancy Taylor Rosenberg
4435,Shelby Yastrow
4436,Stanley Pottinger
4437,Amanda Ashley
4438,David Wiltse
4439,Sonia Icilyn
4440,Mccoy Judi
4441,Charlaine Harris
4442,Suzanne Forster
4443,Alton Gansky
4444,Philip Kerr
4445,Stef Ann Holm
4446,Julian Symons
4447,Gardens Books
4448,Linda Hallam
4449,Swami Prabhavananda
4450,Frederick Manchester
4451,G Publishing
4452,R Publishing
4453,Claire Folkard
4454,Abby Kanter
4455,Raymond Pierson
4456,Phil Gross
4457,Mike Gross
4458,Nilo Cruz
4459,Reed Arvin
4460,David Rosenfelt
4461,Giles Blunt
4462,Stephen Frey
4463,Austin Clarke
4464,Sue Henry
4465,James W. Hall
4466,Virginia Lanier
4467,James Grippando
4468,Stephen J. Cannell
4469,Stephen Cannell
4470,Shane B
4471,Sheridan B
4472,Jim. Screenplay Based On The B
4473,Hugh Cook
4474,Alien Stevens
4475,John J. Nance
4476,Matthew Reilly
4477,William Kent Krueger
4478,Michael Macdonald Mooney
4479,Allen Drury
4480,Michael Darkow
4481,Maria Elena Morgan
4482,Murray Bail
4483,Jim Karas
4484,Gay Hendricks
4485,Marilyn Vos Savant
4486,Curl
4487,Martin V. Riccardo
4488,Jana Marcus
4489,Katherine Ramsland
4490,Ruth Maran
4491,Gail Tsukiyama
4492,Jeanne Kalogridis
4493,Andrew X. Pham
4494,Catharina Day
4495,Malika Oufkir
4496,Michele Fitoussi
4497,Ros Schwartz
4498,Mckay Jenkins
4499,Patricia Wynn
4500,William Cohen
4501,Theresa Foy Digeronimo
4502,Various Alexander
4503,Michael Alexander
4504,Kjersti Hoff Baez
4505,Ray Grigg
4506,Peter Albano
4507,Rod R. Butterworth
4508,Mickey Flodin
4509,Andrea Boeshaar
4510,Jane Orcutt
4511,Ashley Mcconnell
4512,Margaret; Williams
4513,Michael; Hickman
4514,Tracy; Copyr
4515,R.A. Salvatore
4516,Lucretius
4517,Ronald E. Latham
4518,John Godwin
4519,Horace Shepherd
4520,W. G. Shepherd
4521,Peter Mansfield
4522,Paul Halpern
4523,James Lowder
4524,John Keegan
4525,G. Lee Bowie
4526,Robert C. Solomon
4527,Meredith W. Michael
4528,Bill Pogue
4529,Rachel Bell
4530,Howard Peiper
4531,David Norbrook
4532,H. R. Woudhuysen
4533,Alice Notley
4534,L. E. Modesitt Jr.
4535,Rosemary Edmonds
4536,Gerard Del Re
4537,Patricia Del Re
4538,Taisha Abelar
4539,Carlos Casteneda
4540,Michele Jamal
4541,Duong Thu Huong
4542,Phan Huy Duong
4543,Nina Mcpherson
4544,Emrys Jones
4545,Michael Tanner
4546,John T. Lawrence
4547,Frederick Busch
4548,Ian Kellam
4549,Nien Cheng
4550,Annie Dillard
4551,Ann Hood
4552,P J O'Rourke
4553,Antonio Skarmeta
4554,Katherine Silver
4555,Pat Barker
4556,Martina Devlin
4557,Sandra Felton
4558,Rose Marie Nichols Mcgee
4559,Maggie Stuckey
4560,Linda Yang
4561,Alice Borchardt
4562,Marcelle Karp
4563,Debbie Stoller
4564,Inga Muscio
4565,Caroline G. Mercer
4566,Kylie Adams
4567,Sherryl Woods
4568,Christie Ridgway
4569,Patricia Cabot
4570,Donna Gillespie
4571,Beverly Brandt
4572,Lori Schiller
4573,Amanda Bennett
4574,John Milton
4575,Christopher Ricks
4576,Upton Sinclair
4577,Morris Dickstein
4578,Matthew J. Bruccoli
4579,Edmund Wilson
4580,Harold M. Silverman
4581,Henry Blackaby
4582,Richard Blackaby
4583,Silver Ravenwolf
4584,Merlin Stone
4585,Matthew Ward
4586,Christopher Hammond
4587,John Hawkes
4588,Lindsay Faith Rech
4589,Steffie Hall
4590,Elizabeth Young
4591,Paul Rogat Loeb
4592,Alex Kava
4593,Alan Lightman
4594,Josephine Tey
4595,Todd Komarnicki
4596,Tina Wainscott
4597,Stephen Wright
4598,Joanne M. Dochterman Phd Rn Faan
4599,Gloria M. Bulec
4600,Elizabeth Jolley
4601,D. C. Brod
4602,John R. Riggs
4603,Gerald Petievich
4604,Charlotte Macleod
4605,Jonathan Havard
4606,Neil Shulman
4607,Nei Shulman
4608,Peter Bebrandt
4609,Joseph Wambaugh
4610,Ed Greenwood
4611,Ursula Leguin
4612,Richard Hescox
4613,Kirk Douglas
4614,Glenn Dakin
4615,Jeffrey Robinson
4616,Pierre Barbéris
4617,Richard Bohringer
4618,Andreï Kourkov
4619,Nathalie Amargier
4620,Christine Angot
4621,Zoé Valdés
4622,Djian
4623,W Hoffer
4624,M Hoffer
4625,Vitaliano Brancati
4626,Patrick Creagh
4627,Patrick Suskind
4628,Susan Hubbard
4629,Thomas Noguchi
4630,A. Lyons
4631,Andrea Camilleri
4632,Stephen Sartarelli
4633,Patrick Mccabe
4634,J.P. Carasso
4635,Alan Vanneman
4636,Jean Hager
4637,Odo Hirsch
4638,Glen Cook
4639,Jonathan Barry
4640,Jim Silke
4641,Rebecca Bradley
4642,Terry Mcgarry
4643,Mindy L. Klasky
4644,Nancy Mckenzie
4645,Karin Lowachee
4646,K.W. Jeter
4647,Vivian Schilling
4648,W. Steven Brown
4649,Sharon Schulze
4650,Stanley Smith
4651,Tom Bullimore
4652,Derrick Niederman
4653,Hy C
4654,Elizabeth Mcgregor
4655,Ron Koertge
4656,Miguelanxo Prado
4657,Margaret Sayers Pe
4658,David Calder
4659,Stieg Retlin
4660,Pam Munoz Ryan
4661,Gerald L. Holmes
4662,Tasha Tudor
4663,Dean Hughes
4664,Janet Quin-Harkin
4665,Jane Harrington
4666,Joan Aiken
4667,Pat Marriott
4668,Robert C. O'Brien
4669,Zena Bernstein
4670,Nick West
4671,Colleen O'Shaughnessy Mckenna
4672,Katherine Coville
4673,James Fenimore Cooper
4674,Irene Hunt
4675,Felice Holman
4676,Paul O. Zelinsky
4677,Lisa Norby
4678,Fernado Fernandez
4679,Rick North
4680,Mildred D. Taylor
4681,Robin Lawrie
4682,Leo
4683,Diane Dillon
4684,Katherine Neville
4685,Monica Hughes
4686,Cameron Dokey
4687,Ellen Reymes
4688,Deborah Gregory
4689,Eliza Willard
4690,Andrew Matthews
4691,Girling
4692,Otto M. Frank
4693,Mirjam Pressler
4694,Susan Mas
4695,Stedman Graham
4696,Michel Houellebecq
4697,Frank Wynne
4698,Deborah Morgan
4699,Daniel W. Patterson
4700,Jean Ritchie
4701,Matt Groening
4702,Josie Lloyd
4703,Emlyn Rees
4704,Germaine Greer
4705,Henry Root
4706,Paul M. Angle
4707,Florence Scovel-Shinn
4708,Terry Alford
4709,Diana Culbertson
4710,Tim Wynne-Jones
4711,Brian Doyle
4712,Karleen Bradford
4713,Martha Brooks
4714,Diane Schoemperlen
4715,Christina Schwarz
4716,Molly Jong-Fast
4717,Shirley Jackson
4718,Rosemary Sutcliff
4719,Julie Reece Deaver
4720,Marilyn Butler
4721,Andre Norton
4722,Jacqueline Park
4723,Lindsey Davis
4724,Peter Tremayne
4725,Anne Eliot Crompton
4726,Marcus Stone
4727,John Bowen
4728,Jules Watson
4729,Harris
4730,Angela Doherty
4731,Nicholas Guild
4732,Kim Lewis
4733,Frank Mcdonald
4734,Dell Shannon
4735,Rachel Billington
4736,Iain Finlay
4737,B. Wilson
4738,Ashland Price
4739,Rosemary Edghill
4740,Emma Blair
4741,Matthew Kneale
4742,Marian Thurm
4743,John Peterman
4744,Cynthia Borris
4745,Martin Waddell
4746,Patrick Benson
4747,Ole Risom
4748,Sandra Boynton
4749,P.D. Eastman
4750,David Icke
4751,Rex Gibson
4752,N. Kantaris
4753,P.R.M. Oliver
4754,Dave Stern
4755,Marge Piercy
4756,Craig Nova
4757,Mark Le Fanu
4758,Ulrich Holbein
4759,Mark Childress
4760,Rudolf Hermstein
4761,Gemma Alexander
4762,Patricia Lewin
4763,Marti Leimbach
4764,Romain Gary (Émile Ajar)
4765,Donald J. Sobol
4766,Ted Enik
4767,Sushil Jajodia
4768,V. S. Subrahmanian
4769,Steve Cunningham
4770,Judson Rosebush
4771,Donnie O'Quinn
4772,Stephen Cosgrove
4773,Jesse Liberty
4774,Mark Cashman
4775,Christa Krüger
4776,Doris Dörrie
4777,Fanny Morweiser
4778,Colum Mccann
4779,Donna W. Cross
4780,Wolfgang Neuhaus
4781,Jan Mehlum
4782,Jessica Andersen
4783,Leonard Wolf
4784,A. N. Roquelaure
4785,Barbara Hambly
4786,Prosper Mérimée
4787,Dietrich Schwanitz
4788,Cora Stephan
4789,Gregor Sander
4790,André Gide
4791,Raimund Theis
4792,Christine Stemmermann
4793,Pierre Joffroy
4794,Ulrich Kunzmann
4795,Stefan Zweig
4796,Friederike Mayröcker
4797,Alejo Carpentier
4798,Anneliese Botond
4799,Willy Breinholst
4800,Alan Durband
4801,Jean-Jacques Sempe
4802,Deborah Moggach
4803,Shulamit Lapid
4804,Christopher Dolley
4805,Elinor Lipman
4806,Lucius Shepard
4807,J. K. Potter
4808,Robert Kelley
4809,Walter Pruncel
4810,Klaus Müller
4811,Roberto Calasso
4812,Peter Fitzsimons
4813,Zecharia Sitchin
4814,Penthouse International
4815,Louise Voss
4816,Meredith Ann Pierce
4817,Kathryn M. Drennan
4818,W.S. Merwin
4819,Phil Hirsch
4820,Brian Buniak
4821,Deborah Scott
4822,David Poyer
4823,Barbara Seuling
4824,Rebecca O'Connell
4825,Hilary Jenkins
4826,Glen Grant
4827,Harry Crews
4828,Mike Miller
4829,Jan Brett
4830,Jerry W. Ward
4831,Tenaya Darlington
4832,Douglas Pagels
4833,Patricia Wayant
4834,Gary D. Chapman
4835,Larry Burkett
4836,The Editors Of People Magazine
4837,The Editors Of Peop
4838,The Editors Of Entertainment Weekly
4839,The Editors Of
4840,Joe Stahlkuppe
4841,Stormie Omartian
4842,Rita Dove
4843,Jewel
4844,Nikki Giovanni
4845,Tony Medina
4846,Louis Reyes Rivera
4847,Sonia Sanchez
4848,David Lehman
4849,Diana Barron
4850,Kirby Record
4851,Steven Ferry
4852,Tanya Petrovna
4853,Jean Krueger
4854,Joel Brouwer
4855,Donald W. Hayward
4856,Jeannette Eyerly
4857,Bill Buchanan
4858,Kandy Radzinski
4859,Jim Shepard
4860,George C. Williams
4861,A. R. Braunmuller
4862,Stephen Or
4863,Joel Spring
4864,Rene Chartrand
4865,Patrice Courcelle
4866,Bill Younghusband
4867,Philip Haythornthwaite
4868,Bryan Fosten
4869,Richard Holmes
4870,George Guidall
4871,Dave Marinaccio
4872,Ralph Steadman
4873,Allison Pollack Alexander
4874,Jill Henry
4875,Nancy Block
4876,Janet Leigh
4877,Rachelle Nelson
4878,Charles R. Swindoll
4879,Steve Shagan
4880,Alex Beam
4881,Chris Kenry
4882,G.G. Marquez
4883,Charlotte Bingham
4884,Don Peppers
4885,Martha Rogers
4886,Michael Beres
4887,Kay
4888,Mary Kay Simmons
4889,Kathryn Lynn Davis
4890,P D James
4891,Marsha Boulton
4892,Bill H. Gates
4893,Bryan Cholfin
4894,Edith Pargeter
4895,Katharine Kerr
4896,Hugh Sebag-Montefiore
4897,Michael Lee West
4898,Richard Evans
4899,Rosie Rushton
4900,Dermot Bolger
4901,Pamela Stephenson
4902,Ingrid Weaver
4903,Richard N. Bolles
4904,Gwen Gotsch
4905,Judy Torgus
4906,William Sears
4907,Martha Sears
4908,Vicki Iovine
4909,T. Berry Brazelton
4910,American College Of Obstetricians
4911,Gynecologist
4912,Marvin S. Eiger
4913,Sally Wendkos Olds
4914,Wendy Wray
4915,Roe
4916,Leslie Dunkling
4917,Robin Norwood
4918,Christina Baker Kline
4919,Gale Pryor
4920,Kate White
4921,Jan Guillou
4922,Lieselotte Kolanoske
4923,Michel Faber
4924,Shelomoh Di-Nur
4925,Philip Simpson
4926,Tony Earley
4927,J. P. Donleavy
4928,James Patrick Donleavy
4929,Elliot Banfi
4930,Stuart David
4931,Gay Courter
4932,James R. Kincaid
4933,Beryl Bainbridge
4934,Kirsten Bakis
4935,Bellow
4936,David Almond
4937,Chinua Achebe
4938,Cheryl Ann Costa
4939,Sage
4940,Manjusha Pawagi
4941,Leanne Franson
4942,Thomas E. O'Hara
4943,Stephen Sondheim
4944,James Lapine
4945,Jim Currie
4946,Lauren Slater
4947,John M. Gottman
4948,Joan Declaire
4949,Frederick Lenz
4950,Scott S. Smith
4951,Erika Lopez
4952,Cynthia Macgregor
4953,Gary Mechler
4954,Steven P. Shelov M.D.
4955,Vicki Lansky
4956,Jack Lindstrom
4957,Barry Reed
4958,Thomas Swan
4959,Martin Clark
4960,P. J. Tracy
4961,Tim Dolin
4962,Harley Hahn
4963,Cindy West
4964,Mateu
4965,Justine Fontes
4966,Omar Rayyan
4967,Alice Alfonsi
4968,Bill Wallace
4969,Carol Wallace
4970,Jean Van Leeuwen
4971,Adam Rapp
4972,Nicole Luiken
4973,Nancy Munger
4974,William Heffernan
